104.880928 28.346760 2.765 0.09
104.860703 28.398514 2.314 0.08
104.846931 28.395103 3.952 0.87
104.933723 28.358337 2.312 -0.02
104.757782 28.419893 6.154 0.45
104.878288 28.370916 0.782 0.1
104.731010 28.432354 8.192 0.3
104.835167 28.398521 5.258 0.81
104.910614 28.368357 3.521 0.31
104.885651 28.356379 4.372 0.83
104.874130 28.378691 4.244 0.39
104.850769 28.407578 2.945 -0.08
104.873680 28.381800 1.817 -0.22
105.159401 28.323494 3.518 0.56
104.893700 28.356588 2.484 0.32
104.882591 28.376215 3.518 0.57
104.858574 28.385029 4.255 -0.15
104.759224 28.433628 6.174 0.16
104.893456 28.363075 2.736 -0.06
104.724274 28.447121 7.232 1.43
104.825233 28.405512 3.085 0.21
104.725800 28.446318 7.719 0.22
104.882278 28.376659 3.559 0.52
104.924690 28.348866 3.441 0.54
105.033157 28.373962 4.627 0.46
104.908859 28.375265 3.867 0.18
104.906197 28.359127 2.958 -0.14
104.754089 28.418814 6.376 0.3
104.847466 28.398235 4.390 0.17
104.877068 28.372826 2.058 0.18
104.776924 28.447359 2.576 0.71
104.783310 28.430731 0.674 0.33
104.827965 28.386940 6.400 0.16
104.857552 28.388674 1.538 -0.2
104.732185 28.453911 7.388 0.58
104.830666 28.405504 2.489 0.12
104.761322 28.430676 5.287 0.33
104.817108 28.397840 3.782 0.09
104.758072 28.432699 5.594 0.1
104.867302 28.382799 4.298 0.14
104.889717 28.369215 3.514 0.94
104.746872 28.419725 1.535 0.47
104.732475 28.454182 7.491 0.48
104.867416 28.382938 4.242 0.29
104.824661 28.413822 4.861 0.21
104.906273 28.358809 2.806 0.07
104.921661 28.361534 3.298 0.43
104.850586 28.407761 3.067 0.26
104.815262 28.406248 3.688 0.11
104.888176 28.345327 1.878 0.26
104.894341 28.367712 3.396 0.16
104.811882 28.425293 0.970 0.23
104.861801 28.385269 3.149 -0.1
104.782646 28.453648 5.188 0.35
104.921906 28.384609 3.821 0.85
104.936714 28.351381 3.340 0.04
104.803940 28.441071 3.944 0.13
104.764717 28.439819 4.598 1.18
104.921356 28.361036 2.828 -0.06
104.835434 28.398584 5.271 0.8
104.867630 28.382828 4.232 0.43
104.751518 28.436487 3.769 0.23
104.845314 28.385033 2.250 0.0
104.813126 28.401350 1.487 0.23
104.883453 28.373848 3.341 1.06
104.903793 28.355686 2.803 0.31
104.890175 28.379381 3.622 0.71
104.756371 28.430666 7.223 0.34
104.785713 28.452061 4.863 0.48
104.745522 28.427643 6.763 0.65
104.895515 28.359566 2.801 0.24
104.937309 28.348368 3.284 0.36
104.852280 28.409225 3.023 0.43
104.757484 28.419954 6.138 0.68
104.855675 28.401394 2.654 -0.14
104.849899 28.389425 4.058 0.42
104.857590 28.386995 1.267 0.88
104.824509 28.387980 6.415 0.78
104.831032 28.403173 4.382 1.08
104.833405 28.420753 3.469 0.7
104.850288 28.405113 2.943 0.66
104.905403 28.359030 3.047 0.24
104.841637 28.404499 3.141 0.24
104.881973 28.378269 1.172 -0.01
104.793968 28.423477 2.792 0.16
104.850975 28.405357 3.193 1.04
104.911636 28.363672 2.407 0.33
104.833023 28.420769 3.502 0.2
104.847267 28.408163 3.030 0.03
104.850006 28.407604 3.207 0.64
104.751076 28.436491 3.778 0.57
104.768097 28.438278 4.492 0.32
